,matched_numbers,matched_numbers_count
7347,['11'],1
7348,[],0
7349,"['11', '42']",2
7350,[],0
7351,[],0
7352,['11'],1
7353,[],0
7354,"['19', '21', '33']",3
7355,[],0
7356,[],0
7357,[],0
7358,"['19', '21', '33']",3
7359,[],0
7360,[],0
7361,['19'],1
7362,['42'],1
7363,['21'],1
7364,"['11', '42']",2
7365,[],0
7366,[],0
7367,['33'],1
7368,[],0
7369,[],0
7370,[],0
7371,[],0
7372,"['19', '21', '33']",3
7373,[],0
7374,[],0
7375,[],0
7376,"['19', '33']",2
7377,[],0
7378,[],0
7379,"['11', '42']",2
7380,[],0
7381,[],0
7382,['19'],1
7383,"['21', '33']",2
7384,[],0
7385,[],0
7386,[],0
7387,[],0
7388,['33'],1
7389,[],0
7390,[],0
7391,"['11', '21']",2
7392,"['11', '19']",2
7393,['33'],1
7394,['11'],1
7395,['11'],1
7396,[],0
7397,['21'],1
7398,['19'],1
7399,['19'],1
7400,[],0
7401,['19'],1
7402,['21'],1
7403,['19'],1
7404,['11'],1
7405,"['11', '19']",2
7406,[],0
7407,"['19', '33']",2
7408,['11'],1
7409,['11'],1
7410,[],0
7411,['33'],1
7412,['19'],1
7413,"['11', '19']",2
7414,[],0
7415,['42'],1
7416,['33'],1
7417,[],0
7418,['19'],1
7419,[],0
7420,[],0
7421,[],0
7422,['33'],1
7423,[],0
7424,[],0
7425,['19'],1
7426,[],0
7427,[],0
7428,"['11', '19']",2
7429,['21'],1
7430,[],0
7431,['33'],1
7432,[],0
7433,[],0
7434,[],0
7435,[],0
7436,[],0
7437,"['11', '21']",2
7438,['42'],1
7439,['21'],1
7440,[],0
7441,[],0
7442,[],0
7443,['33'],1
7444,"['19', '33']",2
7445,['21'],1
7446,[],0
7447,"['19', '21']",2
7448,['21'],1
7449,"['11', '21']",2
7450,[],0
7451,['21'],1
7452,[],0
7453,['21'],1
7454,[],0
7455,[],0
7456,[],0
7457,[],0
7458,[],0
7459,[],0
7460,['19'],1
7461,[],0
7462,[],0
7463,"['33', '42']",2
7464,['42'],1
7465,['33'],1
7466,[],0
7467,[],0
7468,[],0
7469,[],0
7470,[],0
7471,"['21', '33']",2
7472,[],0
7473,[],0
7474,[],0
7475,"['19', '33']",2
7476,['11'],1
7477,['21'],1
7478,[],0
7479,['11'],1
7480,[],0
7481,['11'],1
7482,"['11', '21']",2
7483,[],0
7484,[],0
7485,['19'],1
7486,[],0
7487,['19'],1
7488,['33'],1
7489,['21'],1
7490,[],0
7491,[],0
7492,['19'],1
7493,['21'],1
7494,['33'],1
7495,[],0
7496,['33'],1
7497,['42'],1
7498,"['19', '33']",2
7499,['33'],1
7500,[],0
7501,['21'],1
7502,['21'],1
7503,['19'],1
7504,[],0
7505,[],0
7506,['33'],1
7507,"['19', '33']",2
7508,[],0
7509,[],0
7510,[],0
7511,['11'],1
7512,[],0
7513,['42'],1
7514,[],0
7515,[],0
7516,['19'],1
7517,"['21', '42']",2
7518,['21'],1
7519,['19'],1
7520,[],0
7521,['21'],1
7522,['19'],1
7523,[],0
7524,['21'],1
7525,[],0
7526,"['33', '42']",2
7527,[],0
7528,['11'],1
7529,[],0
7530,"['21', '42']",2
7531,[],0
7532,"['19', '21']",2
7533,[],0
7534,[],0
7535,[],0
7536,['11'],1
7537,"['11', '21']",2
7538,"['19', '21', '33']",3
7539,['19'],1
7540,"['11', '19']",2
7541,[],0
7542,['33'],1
7543,[],0
7544,[],0
7545,['11'],1
7546,[],0
7547,[],0
7548,['42'],1
7549,[],0
7550,[],0
7551,"['11', '21']",2
7552,['19'],1
7553,"['11', '19', '33', '42']",4
7554,['33'],1
7555,[],0
7556,['33'],1
7557,['33'],1
7558,['33'],1
7559,[],0
7560,['21'],1
7561,[],0
7562,['42'],1
7563,['21'],1
7564,[],0
7565,['42'],1
7566,['42'],1
7567,[],0
7568,[],0
7569,[],0
7570,[],0
7571,[],0
7572,['33'],1
7573,[],0
7574,['33'],1
7575,[],0
7576,[],0
7577,['19'],1
7578,[],0
7579,"['19', '33']",2
7580,[],0
7581,['19'],1
7582,[],0
7583,['33'],1
7584,"['11', '42']",2
7585,['21'],1
7586,['21'],1
7587,[],0
7588,[],0
7589,['33'],1
7590,['42'],1
7591,['19'],1
7592,[],0
7593,"['21', '33']",2
7594,[],0
7595,[],0
7596,[],0
7597,['21'],1
7598,[],0
7599,[],0
7600,[],0
7601,"['19', '42']",2
7602,['21'],1
7603,['21'],1
7604,"['11', '21']",2
7605,"['19', '21']",2
7606,[],0
7607,[],0
7608,['42'],1
7609,[],0
7610,[],0
7611,['21'],1
7612,['42'],1
7613,[],0
7614,[],0
7615,['19'],1
7616,['21'],1
7617,[],0
7618,[],0
7619,"['11', '19']",2
7620,[],0
7621,"['11', '21']",2
7622,"['19', '21']",2
7623,[],0
7624,['11'],1
7625,['19'],1
7626,[],0
7627,"['33', '42']",2
7628,['21'],1
7629,[],0
7630,"['11', '33']",2
7631,['19'],1
7632,['42'],1
7633,['21'],1
7634,['19'],1
7635,"['11', '21']",2
7636,[],0
7637,[],0
7638,"['11', '42']",2
7639,['42'],1
7640,[],0
7641,['42'],1
7642,[],0
7643,['42'],1
7644,[],0
7645,[],0
7646,[],0
7647,[],0
7648,['11'],1
7649,['19'],1
7650,[],0
7651,[],0
7652,[],0
7653,['11'],1
7654,[],0
7655,['33'],1
7656,['19'],1
7657,[],0
7658,['21'],1
7659,['19'],1
7660,['19'],1
7661,"['19', '21', '33']",3
7662,[],0
7663,[],0
7664,[],0
7665,[],0
7666,[],0
7667,[],0
7668,['11'],1
7669,[],0
7670,"['21', '33']",2
7671,['21'],1
7672,[],0
7673,[],0
7674,[],0
7675,['33'],1
7676,"['21', '33']",2
7677,[],0
7678,[],0
7679,[],0
7680,['21'],1
7681,[],0
7682,[],0
7683,[],0
7684,['19'],1
7685,[],0
7686,['21'],1
7687,['33'],1
7688,"['19', '33']",2
7689,[],0
7690,['19'],1
7691,[],0
7692,[],0
7693,[],0
7694,"['11', '21']",2
7695,[],0
7696,[],0
7697,['21'],1
7698,[],0
7699,['11'],1
7700,[],0
7701,[],0
7702,"['19', '33']",2
7703,[],0
7704,['33'],1
7705,['33'],1
7706,['21'],1
7707,[],0
7708,['19'],1
7709,['19'],1
7710,[],0
7711,"['11', '21']",2
7712,"['19', '33']",2
7713,[],0
7714,[],0
7715,[],0
7716,"['19', '21']",2
7717,['21'],1
7718,[],0
7719,['21'],1
7720,[],0
7721,['19'],1
7722,"['11', '21']",2
7723,['11'],1
7724,[],0
7725,[],0
7726,[],0
7727,"['19', '21', '33']",3
7728,['33'],1
7729,['33'],1
7730,[],0
7731,[],0
7732,[],0
7733,[],0
7734,[],0
7735,['19'],1
7736,[],0
7737,[],0
7738,['11'],1
7739,[],0
7740,['19'],1
7741,['19'],1
7742,['33'],1
7743,[],0
7744,[],0
7745,['19'],1
7746,[],0
7747,['33'],1
7748,['19'],1
7749,[],0
7750,['11'],1
7751,"['19', '33']",2
7752,[],0
7753,['11'],1
7754,[],0
7755,"['21', '33']",2
7756,['21'],1
7757,[],0
7758,[],0
7759,['21'],1
7760,"['19', '21']",2
7761,[],0
7762,[],0
7763,[],0
7764,['21'],1
7765,"['11', '21']",2
7766,['21'],1
7767,[],0
7768,[],0
7769,"['19', '42']",2
7770,['42'],1
7771,[],0
7772,[],0
7773,[],0
7774,[],0
7775,['19'],1
7776,['21'],1
7777,['21'],1
7778,['42'],1
7779,[],0
7780,['21'],1
7781,['21'],1
7782,[],0
7783,[],0
7784,"['11', '42']",2
7785,"['11', '21']",2
7786,[],0
7787,[],0
7788,['21'],1
7789,[],0
7790,[],0
7791,"['19', '42']",2
7792,['33'],1
7793,['21'],1
7794,"['19', '42']",2
7795,[],0
7796,[],0
7797,['42'],1
7798,[],0
7799,[],0
7800,"['19', '42']",2
7801,[],0
7802,['11'],1
7803,"['11', '21']",2
7804,['42'],1
7805,[],0
7806,['21'],1
7807,['19'],1
7808,[],0
7809,[],0
7810,['19'],1
7811,['21'],1
7812,[],0
7813,[],0
7814,[],0
7815,[],0
7816,['33'],1
7817,[],0
7818,['33'],1
7819,[],0
7820,['33'],1
7821,[],0
7822,"['19', '33']",2
7823,[],0
7824,['33'],1
7825,[],0
7826,[],0
7827,['33'],1
7828,[],0
7829,['33'],1
7830,[],0
7831,[],0
7832,[],0
7833,['19'],1
7834,"['21', '33', '42']",3
7835,['42'],1
7836,['33'],1
7837,"['11', '33']",2
7838,['19'],1
7839,[],0
7840,[],0
7841,['42'],1
7842,['19'],1
7843,['19'],1
7844,['21'],1
7845,[],0
7846,['33'],1
7847,[],0
7848,"['11', '21']",2
7849,['11'],1
7850,['21'],1
7851,['19'],1
7852,[],0
7853,['11'],1
7854,['19'],1
7855,[],0
7856,[],0
7857,[],0
7858,[],0
7859,[],0
7860,['42'],1
7861,[],0
7862,['42'],1
7863,['21'],1
7864,[],0
7865,['33'],1
7866,['42'],1
7867,['33'],1
7868,['19'],1
7869,"['19', '42']",2
7870,['21'],1
7871,['33'],1
7872,[],0
7873,['11'],1
7874,['42'],1
7875,[],0
7876,[],0
7877,[],0
7878,['19'],1
7879,[],0
7880,['11'],1
7881,['19'],1
7882,['42'],1
7883,[],0
7884,[],0
7885,"['11', '33']",2
7886,['11'],1
7887,['11'],1
7888,[],0
7889,[],0
7890,['33'],1
7891,[],0
7892,[],0
7893,['19'],1
7894,[],0
7895,[],0
7896,[],0
7897,['21'],1
7898,[],0
7899,[],0
7900,[],0
7901,"['11', '42']",2
7902,[],0
7903,[],0
7904,[],0
7905,[],0
7906,[],0
7907,[],0
7908,[],0
7909,[],0
7910,['21'],1
7911,[],0
7912,['19'],1
7913,['11'],1
7914,['33'],1
7915,[],0
7916,[],0
7917,"['19', '33']",2
7918,['33'],1
7919,['11'],1
7920,[],0
7921,[],0
7922,['21'],1
7923,[],0
7924,"['19', '21']",2
7925,['33'],1
7926,['19'],1
7927,[],0
7928,['21'],1
7929,['33'],1
7930,[],0
7931,[],0
7932,[],0
7933,[],0
7934,[],0
7935,['19'],1
7936,[],0
7937,[],0
7938,[],0
7939,[],0
7940,[],0
7941,['11'],1
7942,[],0
7943,[],0
7944,"['19', '33']",2
7945,[],0
7946,['19'],1
7947,"['21', '42']",2
7948,[],0
7949,[],0
7950,[],0
7951,[],0
7952,[],0
7953,['19'],1
7954,['42'],1
7955,[],0
7956,['42'],1
7957,[],0
7958,[],0
7959,"['11', '21']",2
7960,['11'],1
7961,"['19', '21', '33']",3
7962,['19'],1
7963,[],0
7964,"['11', '21']",2
7965,"['21', '42']",2
7966,[],0
7967,"['33', '42']",2
7968,['21'],1
7969,['33'],1
7970,['11'],1
7971,[],0
7972,[],0
7973,['21'],1
7974,['21'],1
7975,[],0
7976,"['11', '21']",2
7977,[],0
7978,[],0
7979,[],0
7980,[],0
7981,[],0
7982,['33'],1
7983,[],0
7984,['11'],1
7985,[],0
7986,[],0
7987,['42'],1
7988,[],0
7989,[],0
7990,[],0
7991,['33'],1
7992,[],0
7993,[],0
7994,['19'],1
7995,[],0
7996,[],0
7997,[],0
7998,[],0
7999,['21'],1
8000,[],0
8001,[],0
8002,['21'],1
8003,[],0
8004,[],0
8005,['19'],1
8006,"['19', '33']",2
8007,[],0
8008,[],0
8009,[],0
8010,[],0
8011,['33'],1
8012,[],0
8013,[],0
8014,"['19', '33']",2
8015,[],0
8016,[],0
8017,['42'],1
8018,[],0
8019,[],0
8020,[],0
8021,"['11', '21']",2
8022,[],0
8023,['19'],1
8024,['33'],1
8025,[],0
8026,"['19', '33']",2
8027,[],0
8028,['11'],1
8029,[],0
8030,['42'],1
8031,['33'],1
8032,[],0
8033,[],0
8034,['21'],1
8035,['19'],1
8036,[],0
8037,['42'],1
8038,['19'],1
8039,"['33', '42']",2
8040,['21'],1
8041,[],0
8042,[],0
8043,"['21', '33']",2
8044,[],0
8045,['42'],1
8046,[],0
8047,['11'],1
8048,"['11', '19']",2
8049,['19'],1
8050,[],0
8051,[],0
8052,['21'],1
8053,[],0
8054,"['11', '33']",2
8055,['21'],1
8056,"['19', '33']",2
8057,[],0
8058,['19'],1
8059,"['21', '42']",2
8060,['33'],1
8061,[],0
8062,"['11', '21']",2
8063,"['19', '42']",2
8064,[],0
8065,['42'],1
8066,[],0
8067,['42'],1
8068,['21'],1
8069,"['19', '33']",2
8070,['33'],1
8071,['42'],1
8072,[],0
8073,['21'],1
8074,['19'],1
8075,[],0
8076,[],0
8077,"['11', '21']",2
8078,[],0
8079,[],0
8080,['33'],1
8081,[],0
8082,"['11', '21', '42']",3
8083,['21'],1
8084,"['11', '33']",2
8085,['33'],1
8086,['19'],1
8087,['11'],1
8088,[],0
8089,[],0
8090,['42'],1
8091,[],0
8092,[],0
8093,[],0
8094,['42'],1
8095,[],0
8096,['11'],1
8097,[],0
8098,['19'],1
8099,"['19', '21', '42']",3
8100,['11'],1
8101,['11'],1
8102,['19'],1
8103,['19'],1
8104,[],0
8105,['21'],1
8106,['33'],1
8107,[],0
8108,"['19', '42']",2
8109,['42'],1
8110,['42'],1
8111,['19'],1
8112,"['21', '42']",2
8113,['21'],1
8114,['21'],1
8115,"['11', '33']",2
8116,['33'],1
8117,['33'],1
8118,['21'],1
8119,[],0
8120,['42'],1
8121,[],0
8122,[],0
8123,[],0
8124,[],0
8125,[],0
8126,"['19', '21', '33']",3
8127,[],0
8128,"['21', '33']",2
8129,['19'],1
8130,['11'],1
8131,[],0
8132,[],0
8133,['19'],1
8134,[],0
8135,['33'],1
8136,[],0
8137,[],0
8138,['42'],1
8139,[],0
8140,['19'],1
8141,"['19', '33']",2
8142,['19'],1
8143,[],0
8144,[],0
8145,[],0
8146,[],0
8147,['19'],1
8148,['42'],1
8149,['21'],1
8150,['42'],1
8151,"['11', '42']",2
8152,[],0
8153,[],0
8154,['19'],1
8155,['21'],1
8156,[],0
8157,['33'],1
8158,[],0
8159,['33'],1
8160,[],0
8161,[],0
8162,['19'],1
8163,[],0
8164,"['19', '33']",2
8165,['19'],1
8166,[],0
8167,['33'],1
8168,"['19', '21']",2
8169,[],0
8170,[],0
8171,[],0
8172,['33'],1
8173,[],0
8174,['19'],1
8175,"['11', '21']",2
8176,['21'],1
8177,['11'],1
8178,['19'],1
8179,['33'],1
8180,[],0
8181,"['11', '21']",2
8182,[],0
8183,[],0
8184,['11'],1
8185,"['21', '33']",2
8186,[],0
8187,[],0
8188,[],0
8189,[],0
8190,['33'],1
8191,[],0
8192,['33'],1
8193,[],0
8194,['42'],1
8195,['19'],1
8196,['21'],1
8197,[],0
8198,[],0
8199,[],0
8200,[],0
8201,['19'],1
8202,[],0
8203,['11'],1
8204,[],0
8205,"['19', '21']",2
8206,['33'],1
8207,[],0
8208,"['11', '21']",2
8209,"['19', '42']",2
8210,[],0
8211,['11'],1
8212,['33'],1
8213,['33'],1
8214,[],0
8215,[],0
8216,[],0
8217,['19'],1
8218,[],0
8219,"['21', '42']",2
8220,[],0
8221,[],0
8222,[],0
8223,['11'],1
8224,['11'],1
8225,[],0
8226,['42'],1
8227,[],0
8228,[],0
8229,[],0
8230,['21'],1
8231,[],0
8232,['33'],1
8233,[],0
8234,['19'],1
8235,"['19', '21']",2
8236,[],0
8237,[],0
8238,[],0
8239,['11'],1
8240,['11'],1
8241,['11'],1
8242,['19'],1
8243,['11'],1
8244,['21'],1
8245,[],0
8246,[],0
8247,['11'],1
8248,[],0
8249,['19'],1
8250,['19'],1
8251,[],0
8252,[],0
8253,[],0
8254,"['19', '33']",2
8255,[],0
8256,[],0
8257,"['11', '19']",2
8258,[],0
8259,[],0
8260,[],0
8261,[],0
8262,[],0
8263,[],0
8264,[],0
8265,[],0
8266,[],0
8267,[],0
8268,[],0
8269,[],0
8270,['19'],1
8271,[],0
8272,[],0
8273,"['19', '42']",2
8274,['42'],1
8275,['21'],1
8276,[],0
8277,[],0
8278,['33'],1
8279,['11'],1
8280,[],0
8281,"['11', '33']",2
8282,['33'],1
8283,['19'],1
8284,[],0
8285,['11'],1
8286,[],0
8287,['21'],1
8288,[],0
8289,['42'],1
8290,[],0
8291,[],0
8292,['11'],1
8293,[],0
8294,[],0
8295,['11'],1
8296,[],0
8297,['19'],1
8298,['42'],1
8299,['42'],1
8300,[],0
8301,['19'],1
8302,[],0
8303,[],0
8304,['21'],1
8305,['21'],1
8306,['19'],1
8307,[],0
8308,"['21', '33']",2
8309,['42'],1
8310,[],0
8311,['19'],1
8312,[],0
8313,[],0
8314,[],0
8315,"['11', '19']",2
8316,['42'],1
8317,[],0
8318,[],0
8319,[],0
8320,['33'],1
8321,['19'],1
8322,"['19', '33']",2
8323,[],0
8324,['21'],1
8325,[],0
8326,[],0
8327,"['19', '21']",2
8328,['42'],1
8329,[],0
8330,[],0
8331,['42'],1
8332,[],0
8333,[],0
8334,[],0
8335,['21'],1
8336,['11'],1
8337,"['19', '21']",2
8338,['19'],1
8339,['42'],1
8340,[],0
8341,"['19', '33']",2
8342,['21'],1
8343,['19'],1
8344,[],0
8345,['33'],1
8346,"['21', '33']",2
8347,[],0
8348,[],0
8349,['42'],1
8350,[],0
8351,[],0
8352,"['19', '42']",2
8353,[],0
8354,['21'],1
8355,[],0
8356,[],0
8357,[],0
8358,[],0
8359,[],0
8360,[],0
8361,"['11', '21']",2
8362,['33'],1
8363,[],0
8364,['42'],1
8365,[],0
8366,['21'],1
8367,['11'],1
8368,['21'],1
8369,[],0
8370,"['19', '21']",2
8371,['19'],1
8372,['19'],1
8373,['19'],1
8374,"['11', '21']",2
8375,['19'],1
8376,[],0
8377,[],0
8378,[],0
8379,"['19', '21']",2
8380,['19'],1
8381,['11'],1
8382,[],0
8383,['21'],1
8384,[],0
8385,['19'],1
8386,[],0
8387,[],0
8388,"['11', '21']",2
8389,[],0
8390,['19'],1
8391,[],0
8392,[],0
8393,[],0
8394,[],0
8395,['42'],1
8396,['42'],1
8397,['42'],1
8398,[],0
8399,[],0
8400,[],0
8401,['19'],1
8402,['19'],1
8403,"['11', '21']",2
8404,['42'],1
8405,['19'],1
8406,[],0
8407,[],0
8408,[],0
8409,['19'],1
8410,['19'],1
8411,[],0
8412,['42'],1
8413,[],0
8414,['33'],1
8415,[],0
8416,[],0
8417,"['19', '33']",2
8418,[],0
8419,['21'],1
8420,['33'],1
8421,['33'],1
8422,['19'],1
8423,[],0
8424,[],0
8425,[],0
8426,['11'],1
8427,['33'],1
8428,['21'],1
8429,"['21', '33']",2
8430,[],0
8431,[],0
8432,[],0
8433,[],0
8434,['19'],1
8435,['11'],1
8436,[],0
8437,[],0
8438,['11'],1
8439,[],0
8440,[],0
8441,[],0
8442,['42'],1
8443,['11'],1
8444,[],0
8445,[],0
8446,['19'],1
8447,['21'],1
8448,[],0
8449,['19'],1
8450,[],0
8451,['19'],1
8452,['11'],1
8453,[],0
8454,[],0
8455,"['11', '21']",2
8456,[],0
8457,['21'],1
8458,['11'],1
8459,['19'],1
8460,[],0
8461,[],0
8462,"['19', '42']",2
8463,['11'],1
8464,['11'],1
8465,['19'],1
8466,['33'],1
8467,"['19', '33']",2
8468,['19'],1
8469,[],0
8470,[],0
8471,[],0
8472,['42'],1
8473,['11'],1
8474,[],0
8475,"['11', '21', '42']",3
8476,[],0
8477,['21'],1
8478,[],0
8479,['42'],1
8480,['33'],1
8481,['33'],1
8482,[],0
8483,['21'],1
8484,[],0
8485,[],0
8486,[],0
8487,['42'],1
8488,['11'],1
8489,['19'],1
8490,['21'],1
8491,['42'],1
8492,"['11', '33']",2
8493,['42'],1
8494,['33'],1
8495,['19'],1
8496,[],0
8497,['21'],1
8498,"['11', '42']",2
8499,['42'],1
8500,[],0
8501,[],0
8502,[],0
8503,[],0
8504,['19'],1
8505,"['11', '19']",2
8506,[],0
8507,['21'],1
8508,"['11', '42']",2
8509,[],0
8510,['19'],1
8511,[],0
8512,"['19', '42']",2
8513,[],0
8514,['42'],1
8515,"['21', '33']",2
8516,[],0
8517,[],0
8518,[],0
8519,[],0
8520,[],0
8521,[],0
8522,[],0
8523,[],0
8524,['42'],1
8525,[],0
8526,['21'],1
8527,[],0
8528,['42'],1
8529,['21'],1
8530,['21'],1
8531,[],0
8532,"['11', '21', '33']",3
8533,['42'],1
8534,['19'],1
8535,[],0
8536,['19'],1
8537,"['21', '42']",2
8538,['42'],1
8539,[],0
8540,[],0
8541,[],0
8542,['19'],1
8543,[],0
8544,['19'],1
8545,['42'],1
8546,['19'],1
8547,['11'],1
8548,[],0
8549,['21'],1
8550,['11'],1
8551,['19'],1
8552,['42'],1
8553,"['19', '33']",2
8554,[],0
8555,['11'],1
8556,[],0
8557,"['11', '21', '33']",3
8558,['19'],1
8559,[],0
8560,[],0
8561,[],0
8562,['21'],1
8563,['21'],1
8564,[],0
8565,['21'],1
8566,[],0
8567,[],0
8568,[],0
8569,[],0
8570,[],0
8571,['33'],1
8572,['33'],1
8573,['21'],1
8574,[],0
8575,"['19', '21', '42']",3
8576,"['19', '33']",2
8577,[],0
8578,[],0
8579,[],0
8580,[],0
8581,[],0
8582,['11'],1
8583,['11'],1
8584,[],0
8585,"['21', '33']",2
8586,[],0
8587,[],0
8588,[],0
8589,"['21', '33']",2
8590,[],0
8591,['33'],1
8592,[],0
8593,[],0
8594,[],0
8595,['11'],1
8596,['42'],1
8597,[],0
8598,[],0
8599,[],0
8600,[],0
8601,[],0
8602,[],0
8603,[],0
8604,[],0
8605,[],0
8606,['42'],1
8607,[],0
8608,['19'],1
8609,[],0
8610,['21'],1
8611,[],0
8612,['11'],1
8613,[],0
8614,['19'],1
8615,"['11', '42']",2
8616,['11'],1
8617,[],0
8618,[],0
8619,['19'],1
8620,['19'],1
8621,[],0
8622,['21'],1
8623,"['21', '33']",2
8624,['19'],1
8625,"['19', '33']",2
8626,[],0
8627,[],0
8628,[],0
8629,['33'],1
8630,[],0
8631,[],0
8632,[],0
8633,[],0
8634,[],0
8635,[],0
8636,[],0
8637,[],0
8638,[],0
8639,[],0
8640,[],0
8641,[],0
8642,[],0
8643,[],0
8644,"['11', '21']",2
8645,['21'],1
8646,['33'],1
8647,[],0
8648,[],0
8649,['42'],1
8650,[],0
8651,['42'],1
8652,[],0
8653,['42'],1
8654,[],0
8655,[],0
8656,['42'],1
8657,[],0
8658,['42'],1
8659,[],0
8660,['11'],1
8661,['11'],1
8662,[],0
8663,[],0
8664,['11'],1
8665,[],0
8666,['11'],1
8667,['11'],1
8668,[],0
8669,['42'],1
8670,[],0
8671,['42'],1
8672,[],0
8673,['42'],1
8674,[],0
8675,[],0
8676,['42'],1
8677,[],0
8678,['42'],1
8679,[],0
8680,['21'],1
8681,[],0
8682,['21'],1
8683,['21'],1
8684,[],0
8685,[],0
8686,['21'],1
8687,['21'],1
8688,[],0
8689,['19'],1
8690,['21'],1
8691,['11'],1
8692,['33'],1
8693,[],0
8694,"['11', '19']",2
8695,[],0
8696,[],0
8697,"['19', '33']",2
8698,[],0
8699,['19'],1
8700,[],0
8701,[],0
8702,[],0
8703,['19'],1
8704,['42'],1
8705,['11'],1
8706,['21'],1
8707,[],0
8708,['21'],1
8709,['21'],1
8710,[],0
8711,[],0
8712,['21'],1
8713,[],0
8714,[],0
8715,[],0
8716,[],0
8717,"['11', '33']",2
8718,[],0
8719,[],0
8720,[],0
8721,['33'],1
8722,['42'],1
8723,['19'],1
8724,[],0
8725,[],0
8726,[],0
8727,"['33', '42']",2
8728,"['19', '21']",2
8729,[],0
8730,[],0
8731,['21'],1
8732,[],0
8733,['19'],1
8734,[],0
8735,['11'],1
8736,[],0
8737,['21'],1
8738,[],0
8739,[],0
8740,[],0
8741,[],0
8742,[],0
8743,['42'],1
8744,['21'],1
8745,"['21', '42']",2
8746,"['21', '42']",2
8747,['42'],1
8748,"['21', '42']",2
8749,"['21', '42']",2
8750,[],0
8751,"['11', '19']",2
8752,['11'],1
8753,[],0
8754,['33'],1
8755,[],0
8756,['19'],1
8757,['19'],1
8758,['21'],1
8759,['21'],1
8760,[],0
8761,['21'],1
8762,[],0
8763,[],0
8764,['19'],1
8765,[],0
8766,[],0
8767,['33'],1
8768,"['19', '33']",2
8769,[],0
8770,['21'],1
8771,['11'],1
8772,[],0
8773,[],0
8774,[],0
8775,[],0
8776,[],0
8777,[],0
8778,['33'],1
8779,['19'],1
8780,['19'],1
8781,['42'],1
8782,['11'],1
8783,[],0
8784,['42'],1
8785,[],0
8786,['21'],1
8787,"['19', '33', '42']",3
8788,[],0
8789,[],0
8790,['33'],1
8791,['11'],1
8792,[],0
8793,"['11', '21']",2
8794,['11'],1
8795,['11'],1
8796,['11'],1
8797,['19'],1
8798,['33'],1
8799,['21'],1
8800,[],0
8801,['33'],1
8802,['42'],1
8803,['11'],1
8804,['11'],1
8805,[],0
8806,['33'],1
8807,"['21', '42']",2
8808,[],0
8809,[],0
8810,[],0
8811,[],0
8812,[],0
8813,['21'],1
8814,[],0
8815,"['21', '42']",2
8816,['11'],1
8817,[],0
8818,"['21', '33']",2
8819,[],0
8820,['42'],1
8821,[],0
8822,['33'],1
8823,[],0
8824,"['19', '21']",2
8825,['21'],1
8826,[],0
8827,['33'],1
8828,[],0
8829,[],0
8830,['33'],1
8831,['21'],1
8832,['19'],1
8833,['42'],1
8834,[],0
8835,['19'],1
8836,[],0
8837,['21'],1
8838,[],0
8839,['19'],1
8840,"['21', '42']",2
8841,[],0
8842,[],0
8843,[],0
8844,[],0
8845,[],0
8846,['11'],1
8847,[],0
8848,['11'],1
8849,[],0
8850,[],0
8851,"['11', '21']",2
8852,[],0
8853,[],0
8854,[],0
8855,['21'],1
8856,[],0
8857,"['19', '33']",2
8858,['21'],1
8859,['11'],1
8860,['19'],1
8861,[],0
8862,[],0
8863,['19'],1
8864,[],0
8865,[],0
8866,[],0
8867,['19'],1
8868,[],0
8869,['21'],1
8870,['11'],1
8871,[],0
8872,[],0
8873,[],0
8874,['33'],1
8875,[],0
8876,[],0
8877,[],0
8878,['42'],1
8879,[],0
8880,[],0
8881,['11'],1
8882,['33'],1
8883,[],0
8884,['19'],1
8885,[],0
8886,['19'],1
8887,[],0
8888,[],0
8889,"['21', '42']",2
8890,[],0
8891,['33'],1
8892,['19'],1
8893,[],0
8894,"['21', '42']",2
8895,['33'],1
8896,"['11', '21']",2
8897,[],0
8898,[],0
8899,[],0
8900,[],0
8901,['19'],1
8902,[],0
8903,[],0
8904,"['21', '42']",2
8905,[],0
8906,[],0
8907,"['21', '42']",2
8908,[],0
8909,[],0
8910,['19'],1
8911,['19'],1
8912,[],0
8913,[],0
8914,[],0
8915,['11'],1
8916,[],0
8917,[],0
8918,[],0
8919,[],0
8920,[],0
8921,[],0
8922,[],0
8923,[],0
8924,[],0
8925,[],0
8926,['21'],1
8927,[],0
8928,[],0
8929,['42'],1
8930,[],0
8931,['33'],1
8932,['42'],1
8933,[],0
8934,[],0
8935,['42'],1
8936,[],0
8937,['42'],1
8938,['11'],1
8939,[],0
8940,"['19', '42']",2
8941,[],0
8942,[],0
8943,[],0
8944,['42'],1
8945,['11'],1
8946,[],0
8947,[],0
8948,[],0
8949,[],0
8950,['21'],1
8951,[],0
8952,[],0
8953,['33'],1
8954,[],0
8955,[],0
8956,['33'],1
8957,['33'],1
8958,[],0
8959,['11'],1
8960,[],0
8961,"['21', '33']",2
8962,[],0
8963,[],0
8964,"['21', '42']",2
8965,['11'],1
8966,['33'],1
8967,[],0
8968,[],0
8969,[],0
8970,"['21', '33']",2
8971,[],0
8972,['11'],1
8973,[],0
8974,[],0
8975,"['21', '33']",2
8976,['42'],1
8977,['21'],1
8978,[],0
8979,[],0
8980,[],0
8981,[],0
8982,"['11', '19', '21']",3
8983,"['19', '21']",2
8984,"['11', '19']",2
8985,['19'],1
8986,[],0
8987,[],0
8988,[],0
8989,['21'],1
8990,['33'],1
